#pid	gene_ids	eids	pathfinders	sif_edges
p399	YFR028C|NPR66|YHR082C|YKL161C|CDC14RD20	edge20541|edge16635|edge14366|edge1191	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C u YKL161C|YKL161C d CDC14RD20
p400	YLR113W|YCL032W|YLR229C|HOG1RD38	edge18665|edge22619|edge22460	paths	YLR113W d YCL032W|YCL032W u YLR229C|YLR229C d HOG1RD38
p401	YFR028C|PDE2ID42|YLR248W|HOG1ID25|YJR076C|CDC14RD23	edge14811|edge5702|edge9905|edge8519|edge18074	paths	YFR028C d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d HOG1ID25|HOG1ID25 d YJR076C|YJR076C d CDC14RD23
p402	YLR113W|YCL032W|YLR229C|HOG1RD35	edge18665|edge22619|edge11466	paths	YLR113W d YCL032W|YCL032W u YLR229C|YLR229C d HOG1RD35
p403	YOR360C|YPL203W|NPI65|YIR006C|PDE2RA58	edge22774|edge26688|edge17415|edge27123	paths	YOR360C d YPL203W|YPL203W d NPI65|NPI65 d YIR006C|YIR006C d PDE2RA58
p404	YLR113W|YGR218W|NPR73|YHR082C|HOG1ID29	edge7028|edge7039|edge10794|edge11764	paths	YLR113W u YGR218W|YGR218W d NPR73|NPR73 d YHR082C|YHR082C d HOG1ID29
p405	YFR028C|YNL307C|NPR73|YPR032W|CDC14RD20	edge18452|edge15147|edge452|edge1128	paths	YFR028C u YNL307C|YNL307C d NPR73|NPR73 d YPR032W|YPR032W d CDC14RD20
p406	YFR028C|CDC14RD23|YKL101W|CDC14RD15	edge5259|edge12414|edge8525	paths	YFR028C d CDC14RD23|CDC14RD23 d YKL101W|YKL101W d CDC14RD15
p407	YFR028C|YJL187C|YOR141C|CDC14RD20	edge26121|edge24233|edge13495	paths	YFR028C u YJL187C|YJL187C d YOR141C|YOR141C d CDC14RD20
p408	YFR028C|YDR247W|NPR72|YKL166C|CDC14ID7	edge13359|edge18826|edge12640|edge7375	paths	YFR028C u YDR247W|YDR247W d NPR72|NPR72 d YKL166C|YKL166C d CDC14ID7
p409	YFR028C|YOR061W|YDL025C|CDC14RD20	edge6481|edge7504|edge22098	paths	YFR028C u YOR061W|YOR061W u YDL025C|YDL025C d CDC14RD20
p410	YFR028C|HOG1RD33|YLR096W|CDC14RD21	edge9388|edge7059|edge4527	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d CDC14RD21
p411	YLR113W|PDE2ID42|YJL128C|HOG1ID29|YJR059W|HOG1RD33	edge17446|edge5429|edge12466|edge22866|edge17453	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1RD33
p412	YLR113W|PDE2ID42|YLR257W|YLR345W|HOG1ID29	edge17446|edge15615|edge24257|edge19617	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR257W|YLR257W u YLR345W|YLR345W d HOG1ID29
p413	YLR113W|YIR006C|NPI63|YJR059W|HOG1ID27	edge10082|edge8535|edge6361|edge6075	paths	YLR113W d YIR006C|YIR006C d NPI63|NPI63 d YJR059W|YJR059W d HOG1ID27
p414	YFR028C|YIL159W|YDR507C|CDC14RD23	edge184|edge18872|edge23009	paths	YFR028C u YIL159W|YIL159W u YDR507C|YDR507C d CDC14RD23
p415	YLR113W|YIR006C|NPI63|YJR059W|HOG1ID28	edge10082|edge8535|edge6361|edge1593	paths	YLR113W d YIR006C|YIR006C d NPI63|NPI63 d YJR059W|YJR059W d HOG1ID28
p416	YFR028C|HOG1RD33|YLR096W|YHR186C|CDC14RD20	edge9388|edge7059|edge7659|edge3317	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YHR186C|YHR186C d CDC14RD20
p417	YFR028C|YCL024W|YLR055C|CDC14RD19	edge22003|edge16273|edge18877	paths	YFR028C u YCL024W|YCL024W u YLR055C|YLR055C d CDC14RD19
p418	YFR028C|YDL149W|YGL180W|CDC14RD15	edge11716|edge24314|edge7291	paths	YFR028C u YDL149W|YDL149W u YGL180W|YGL180W d CDC14RD15
p419	YFR028C|YIL095W|CDC14ID9	edge27089|edge281	paths	YFR028C u YIL095W|YIL095W d CDC14ID9
p420	YLR113W|NPR66|YNL243W|NPI61|YHR158C|HOG1ID29	edge22071|edge8877|edge24726|edge16389|edge3270	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI61|NPI61 d YHR158C|YHR158C d HOG1ID29
p421	YFR028C|YDR477W|YDL025C|CDC14RD20	edge25832|edge11771|edge22098	paths	YFR028C u YDR477W|YDR477W d YDL025C|YDL025C d CDC14RD20
p422	YFR028C|PDE2ID42|YBL085W|NPI65|YHL007C|CDC14RD15	edge14811|edge27224|edge3835|edge7987|edge11434	paths	YFR028C d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p423	YFR028C|YDR247W|YDL220C|CDC14RD20	edge13359|edge8439|edge1340	paths	YFR028C u YDR247W|YDR247W u YDL220C|YDL220C d CDC14RD20
p424	YFR028C|NPR66|YNL243W|NPI61|YJL020C|CDC14ID7	edge20541|edge8877|edge24726|edge4117|edge9488	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPI61|NPI61 d YJL020C|YJL020C d CDC14ID7
p425	YFR028C|PDE2ID42|YBL085W|NPI65|YHL007C|CDC14RD19	edge14811|edge27224|edge3835|edge7987|edge17303	paths	YFR028C d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p426	YFR028C|YER125W|YDR388W|CDC14RD24	edge7558|edge22279|edge19039	paths	YFR028C u YER125W|YER125W d YDR388W|YDR388W d CDC14RD24
p427	YLR113W|YER118C|NPR70|YAL041W|HOG1RD35	edge25020|edge13294|edge6256|edge15040	paths	YLR113W d YER118C|YER118C d NPR70|NPR70 d YAL041W|YAL041W d HOG1RD35
p428	YLR113W|PDE2RA52|YBL085W|YLR229C|HOG1RD35	edge26596|edge22208|edge9466|edge11466	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W u YLR229C|YLR229C d HOG1RD35
p429	YLR113W|PDE2RA52|YBL085W|YLR229C|HOG1RD38	edge26596|edge22208|edge9466|edge22460	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W u YLR229C|YLR229C d HOG1RD38
p430	YFR028C|HOG1RD33|YJL020C|HOG1ID29|YJR059W|CDC14RD19	edge9388|edge818|edge25051|edge22866|edge15351	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD19
p431	YLR113W|YOR061W|CDC14RD20|YKL101W|HOG1RD35	edge22501|edge19864|edge21734|edge7890	paths	YLR113W u YOR061W|YOR061W d CDC14RD20|CDC14RD20 d YKL101W|YKL101W d HOG1RD35
p432	YLR113W|YBR279W|YNL251C|HOG1IA30	edge10478|edge1220|edge1776	paths	YLR113W u YBR279W|YBR279W u YNL251C|YNL251C d HOG1IA30
p433	YFR028C|NPR66|YBR102C|YPR032W|CDC14RD20	edge20541|edge23756|edge22863|edge1128	paths	YFR028C d NPR66|NPR66 d YBR102C|YBR102C u YPR032W|YPR032W d CDC14RD20
p434	YLR113W|PDE2ID42|YLR248W|NPR76|YBL007C|HOG1ID32	edge17446|edge5702|edge15247|edge25856|edge956	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YBL007C|YBL007C d HOG1ID32
p435	YLR113W|YER118C|NPR70|YAL041W|HOG1RD38	edge25020|edge13294|edge6256|edge1944	paths	YLR113W d YER118C|YER118C d NPR70|NPR70 d YAL041W|YAL041W d HOG1RD38
p436	YLR113W|YNL330C|YER177W|HOG1ID27	edge25134|edge23575|edge24351	paths	YLR113W u YNL330C|YNL330C u YER177W|YER177W d HOG1ID27
p437	YFR028C|HOG1RD33|YJL020C|HOG1ID29|YJR059W|CDC14RD20	edge9388|edge818|edge25051|edge22866|edge3077	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD20
p438	YFR028C|YJL187C|YAR014C|CDC14RD20	edge26121|edge5745|edge7326	paths	YFR028C u YJL187C|YJL187C d YAR014C|YAR014C d CDC14RD20
p439	YFR028C|YGR097W|YER133W|CDC14RD24	edge17061|edge20738|edge17490	paths	YFR028C u YGR097W|YGR097W u YER133W|YER133W d CDC14RD24
p440	YLR113W|PDE2RA52|YDR507C|YCR002C|HOG1ID32	edge26596|edge11481|edge9533|edge1614	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YCR002C|YCR002C d HOG1ID32
p441	YFR028C|YIL159W|NPR67|YDR507C|CDC14RD23	edge184|edge5415|edge12389|edge23009	paths	YFR028C u YIL159W|YIL159W d NPR67|NPR67 d YDR507C|YDR507C d CDC14RD23
p442	YFR028C|PDE2ID42|YBL085W|YLR229C|CDC14RD23	edge14811|edge27224|edge9466|edge14205	paths	YFR028C d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YLR229C|YLR229C d CDC14RD23
p443	YFR028C|YDL155W|NPR72|YKL166C|CDC14ID7	edge15472|edge25991|edge12640|edge7375	paths	YFR028C u YDL155W|YDL155W d NPR72|NPR72 d YKL166C|YKL166C d CDC14ID7
p444	YFR028C|HOG1RD33|YDR293C|NPI63|YJR059W|CDC14RD20	edge9388|edge10530|edge21838|edge6361|edge3077	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPI63|NPI63 d YJR059W|YJR059W d CDC14RD20
p445	YLR113W|NPR66|YLR429W|YDL029W|HOG1ID32	edge22071|edge15080|edge20741|edge15237	paths	YLR113W d NPR66|NPR66 d YLR429W|YLR429W u YDL029W|YDL029W d HOG1ID32
p446	YLR113W|PDE2ID42|YLR248W|YKL168C|HOG1ID29	edge17446|edge5702|edge12187|edge17914	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d YKL168C|YKL168C d HOG1ID29
p447	YLR113W|YLR103C|NPR66|YHR082C|HOG1ID29	edge5994|edge16700|edge16635|edge11764	paths	YLR113W u YLR103C|YLR103C d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29
p448	YFR028C|YKL203C|YGR052W|CDC14RD19	edge16089|edge11233|edge21148	paths	YFR028C u YKL203C|YKL203C u YGR052W|YGR052W d CDC14RD19
p449	YFR028C|YDR356W|YJL187C|CDC14ID2	edge6142|edge21771|edge23852	paths	YFR028C u YDR356W|YDR356W u YJL187C|YJL187C d CDC14ID2
p450	YFR028C|YDR356W|YJL187C|CDC14ID7	edge6142|edge21771|edge102	paths	YFR028C u YDR356W|YDR356W u YJL187C|YJL187C d CDC14ID7
p451	YFR028C|NPR74|YPL020C|NPR71|YJR076C|CDC14RD23	edge3342|edge23261|edge2112|edge3428|edge18074	paths	YFR028C d NPR74|NPR74 d YPL020C|YPL020C d NPR71|NPR71 d YJR076C|YJR076C d CDC14RD23
p452	YFR028C|NPR66|YHR082C|YPL203W|CDC14RD19	edge20541|edge16635|edge11192|edge1784	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C u YPL203W|YPL203W d CDC14RD19
p453	YFR028C|HOG1RD38|YJL128C|HOG1ID29|YJR059W|CDC14RD19	edge26845|edge18483|edge12466|edge22866|edge15351	paths	YFR028C d HOG1RD38|HOG1RD38 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD19
p454	YLR113W|YKL101W|YLR314C|HOG1ID32	edge13280|edge7329|edge3487	paths	YLR113W d YKL101W|YKL101W u YLR314C|YLR314C d HOG1ID32
p455	YLR113W|YLR055C|YCL024W|HOG1ID32	edge15570|edge16273|edge22942	paths	YLR113W u YLR055C|YLR055C u YCL024W|YCL024W d HOG1ID32
p456	YLR113W|YPR115W|YDR135C|HOG1ID32	edge506|edge23600|edge18984	paths	YLR113W u YPR115W|YPR115W u YDR135C|YDR135C d HOG1ID32
p457	YLR113W|YKL101W|YER036C|HOG1RA39	edge13280|edge20251|edge4913	paths	YLR113W d YKL101W|YKL101W d YER036C|YER036C d HOG1RA39
p458	YLR113W|PDE2ID42|YBL085W|YLR229C|HOG1RD38	edge17446|edge27224|edge9466|edge22460	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YLR229C|YLR229C d HOG1RD38
p459	YLR113W|PDE2RA52|YBL085W|YGR052W|HOG1ID32	edge26596|edge22208|edge3702|edge1294	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W u YGR052W|YGR052W d HOG1ID32
p460	YFR028C|CDC14RD23|YCR002C|YPL153C|CDC14RD19	edge5259|edge23480|edge3002|edge14489	paths	YFR028C d CDC14RD23|CDC14RD23 d YCR002C|YCR002C u YPL153C|YPL153C d CDC14RD19
p461	YFR028C|YAL024C|NPI61|YJL020C|CDC14ID7	edge19943|edge7641|edge4117|edge9488	paths	YFR028C d YAL024C|YAL024C d NPI61|NPI61 d YJL020C|YJL020C d CDC14ID7
p462	YFR028C|HOG1RD38|YJL128C|HOG1ID29|YJR059W|CDC14RD20	edge26845|edge18483|edge12466|edge22866|edge3077	paths	YFR028C d HOG1RD38|HOG1RD38 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD20
p463	YFR028C|YBL085W|NPI65|YLR096W|CDC14RD21	edge6660|edge3835|edge539|edge4527	paths	YFR028C u YBL085W|YBL085W d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p464	YLR113W|PDE2ID42|YBL085W|YLR229C|HOG1RD35	edge17446|edge27224|edge9466|edge11466	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YLR229C|YLR229C d HOG1RD35
p465	YLR113W|NPR66|YNL243W|YBL007C|HOG1ID32	edge22071|edge8877|edge18946|edge956	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W u YBL007C|YBL007C d HOG1ID32
p466	YLR113W|PDE2RA52|YKR048C|NPI61|YHR158C|HOG1ID29	edge26596|edge17922|edge10826|edge16389|edge3270	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C d NPI61|NPI61 d YHR158C|YHR158C d HOG1ID29
p467	YLR113W|PDE2ID42|YLR248W|YBL007C|HOG1ID32	edge17446|edge5702|edge21867|edge956	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d YBL007C|YBL007C d HOG1ID32
p468	YLR113W|NPR66|YHR082C|HOG1ID29	edge22071|edge16635|edge11764	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29
p469	YLR113W|PDE2RA52|YKR048C|HOG1ID31	edge26596|edge17922|edge8654	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C d HOG1ID31
p470	YFR028C|YLR096W|YKL161C|CDC14RD20	edge9729|edge13458|edge1191	paths	YFR028C u YLR096W|YLR096W u YKL161C|YKL161C d CDC14RD20
p471	YFR028C|HOG1RD33|YLR096W|YAR015W|CDC14RD20	edge9388|edge7059|edge20732|edge5549	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YAR015W|YAR015W d CDC14RD20
p472	YFR028C|NPR66|YHR082C|HOG1ID29|YLR096W|CDC14RD21	edge20541|edge16635|edge11764|edge19181|edge4527	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YLR096W|YLR096W d CDC14RD21
p473	YLR113W|PDE2RA52|YDR507C|NPI63|YJR059W|HOG1ID27	edge26596|edge11481|edge16927|edge6361|edge6075	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d NPI63|NPI63 d YJR059W|YJR059W d HOG1ID27
p474	YFR028C|YIL106W|NPI65|YHL007C|CDC14RD15	edge21833|edge24267|edge7987|edge11434	paths	YFR028C u YIL106W|YIL106W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p475	YLR113W|PDE2RA52|YDR507C|NPI63|YJR059W|HOG1ID28	edge26596|edge11481|edge16927|edge6361|edge1593	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d NPI63|NPI63 d YJR059W|YJR059W d HOG1ID28
p476	YLR113W|PDE2ID42|YJL128C|YBR200W|HOG1RD35	edge17446|edge5429|edge19032|edge22010	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C u YBR200W|YBR200W d HOG1RD35
p477	YFR028C|YIL106W|NPI65|YHL007C|CDC14RD19	edge21833|edge24267|edge7987|edge17303	paths	YFR028C u YIL106W|YIL106W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p478	YLR113W|YER118C|YAL041W|HOG1RD35	edge25020|edge24074|edge15040	paths	YLR113W d YER118C|YER118C u YAL041W|YAL041W d HOG1RD35
p479	YFR028C|YJL095W|YDL025C|CDC14RD20	edge17963|edge18508|edge22098	paths	YFR028C u YJL095W|YJL095W d YDL025C|YDL025C d CDC14RD20
p480	YLR113W|PDE2ID42|YJL128C|YBR200W|HOG1RD38	edge17446|edge5429|edge19032|edge4900	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C u YBR200W|YBR200W d HOG1RD38
p481	YLR113W|YER118C|YAL041W|HOG1RD38	edge25020|edge24074|edge1944	paths	YLR113W d YER118C|YER118C u YAL041W|YAL041W d HOG1RD38
p482	YLR113W|PDE2ID42|YBL085W|NPI65|YHR082C|HOG1ID29	edge17446|edge27224|edge3835|edge17577|edge11764	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPI65|NPI65 d YHR082C|YHR082C d HOG1ID29
p483	YFR028C|NPR66|YHR205W|NPR73|YJL020C|CDC14ID7	edge20541|edge13453|edge14169|edge13252|edge9488	paths	YFR028C d NPR66|NPR66 d YHR205W|YHR205W d NPR73|NPR73 d YJL020C|YJL020C d CDC14ID7
p484	YFR028C|YDL042C|YOR061W|CDC14RD20	edge7938|edge16178|edge19864	paths	YFR028C u YDL042C|YDL042C u YOR061W|YOR061W d CDC14RD20
p485	YLR113W|NPR66|YDR439W|YJL076W|HOG1RD33	edge22071|edge7518|edge25987|edge11997	paths	YLR113W d NPR66|NPR66 d YDR439W|YDR439W u YJL076W|YJL076W d HOG1RD33
p486	YOR360C|YPL203W|NPR70|YNL243W|PDE2RA58	edge22774|edge3028|edge17060|edge9106	paths	YOR360C d YPL203W|YPL203W d NPR70|NPR70 d YNL243W|YNL243W d PDE2RA58
p487	YFR028C|CDC14RD23|YKL101W|YOL139C|CDC14ID9	edge5259|edge12414|edge14579|edge21668	paths	YFR028C d CDC14RD23|CDC14RD23 d YKL101W|YKL101W d YOL139C|YOL139C d CDC14ID9
p488	YOR360C|YJL005W|NPR76|YBL007C|PDE2ID43	edge11172|edge3953|edge25856|edge17784	paths	YOR360C u YJL005W|YJL005W d NPR76|NPR76 d YBL007C|YBL007C d PDE2ID43
p489	YFR028C|NPR66|YPL115C|YPL256C|CDC14RD13	edge20541|edge24104|edge6909|edge26387	paths	YFR028C d NPR66|NPR66 d YPL115C|YPL115C u YPL256C|YPL256C d CDC14RD13
p490	YLR113W|NPR66|YER114C|YER177W|HOG1ID27	edge22071|edge24785|edge27291|edge24351	paths	YLR113W d NPR66|NPR66 d YER114C|YER114C u YER177W|YER177W d HOG1ID27
p491	YOR360C|YPL203W|YGL180W|PDE2RA52	edge22774|edge12683|edge19759	paths	YOR360C d YPL203W|YPL203W d YGL180W|YGL180W d PDE2RA52
p492	YFR028C|YLR096W|YNL027W|CDC14RD20	edge9729|edge6126|edge23985	paths	YFR028C u YLR096W|YLR096W u YNL027W|YNL027W d CDC14RD20
p493	YLR113W|NPR66|YBR102C|YBR200W|HOG1RD35	edge22071|edge23756|edge22576|edge22010	paths	YLR113W d NPR66|NPR66 d YBR102C|YBR102C u YBR200W|YBR200W d HOG1RD35
p494	YFR028C|YLR182W|YDR477W|CDC14RD19	edge6497|edge10217|edge16672	paths	YFR028C d YLR182W|YLR182W u YDR477W|YDR477W d CDC14RD19
p495	YFR028C|YER125W|YGR052W|CDC14RD19	edge7558|edge2190|edge21148	paths	YFR028C u YER125W|YER125W u YGR052W|YGR052W d CDC14RD19
p496	YFR028C|YJL187C|YOR061W|CDC14RD20	edge26121|edge20872|edge19864	paths	YFR028C u YJL187C|YJL187C u YOR061W|YOR061W d CDC14RD20
p497	YFR028C|NPR66|YNL243W|PDE2RA58|YJR059W|CDC14RD20	edge20541|edge8877|edge9106|edge19159|edge3077	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d PDE2RA58|PDE2RA58 d YJR059W|YJR059W d CDC14RD20
p498	YFR028C|YJL187C|HOG1RD33|YLR096W|CDC14RD21	edge26121|edge18860|edge7059|edge4527	paths	YFR028C u YJL187C|YJL187C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d CDC14RD21
p499	YLR113W|PDE2ID42|YJL128C|YCR073C|HOG1ID31	edge17446|edge5429|edge9266|edge25948	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C u YCR073C|YCR073C d HOG1ID31
p500	YOR360C|YKL166C|YGL180W|PDE2RA52	edge18417|edge19316|edge19759	paths	YOR360C d YKL166C|YKL166C d YGL180W|YGL180W d PDE2RA52
p501	YLR113W|PDE2RA52|YDR507C|CDC14RD23|YKL101W|HOG1RD35	edge26596|edge11481|edge23009|edge12414|edge7890	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d CDC14RD23|CDC14RD23 d YKL101W|YKL101W d HOG1RD35
p502	YLR113W|YDL159W|YBR200W|HOG1RD38	edge26474|edge22730|edge4900	paths	YLR113W u YDL159W|YDL159W u YBR200W|YBR200W d HOG1RD38
p503	YLR113W|PDE2RA52|YDR507C|NPI63|YGR162W|HOG1RA39	edge26596|edge11481|edge16927|edge12098|edge2379	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d NPI63|NPI63 d YGR162W|YGR162W d HOG1RA39
p504	YLR113W|YDL159W|YBR200W|HOG1RD35	edge26474|edge22730|edge22010	paths	YLR113W u YDL159W|YDL159W u YBR200W|YBR200W d HOG1RD35
p505	YFR028C|PDE2ID42|YLR248W|YDL203C|CDC14RD20	edge14811|edge5702|edge9515|edge13647	paths	YFR028C d PDE2ID42|PDE2ID42 d YLR248W|YLR248W u YDL203C|YDL203C d CDC14RD20
p506	YFR028C|YJL095W|YOR061W|CDC14RD20	edge17963|edge6191|edge19864	paths	YFR028C u YJL095W|YJL095W u YOR061W|YOR061W d CDC14RD20
p507	YFR028C|NPR66|YPL115C|YLR229C|CDC14RD23	edge20541|edge24104|edge20642|edge14205	paths	YFR028C d NPR66|NPR66 d YPL115C|YPL115C u YLR229C|YLR229C d CDC14RD23
p508	YLR113W|PDE2ID42|YCL032W|YER118C|HOG1ID29	edge17446|edge22245|edge21810|edge16737	paths	YLR113W d PDE2ID42|PDE2ID42 d YCL032W|YCL032W u YER118C|YER118C d HOG1ID29
p509	YLR113W|NPR66|YBR102C|YBR200W|HOG1RD38	edge22071|edge23756|edge22576|edge4900	paths	YLR113W d NPR66|NPR66 d YBR102C|YBR102C u YBR200W|YBR200W d HOG1RD38
p510	YLR113W|NPR66|YER132C|YGR052W|HOG1ID32	edge22071|edge12976|edge17588|edge1294	paths	YLR113W d NPR66|NPR66 d YER132C|YER132C u YGR052W|YGR052W d HOG1ID32
p511	YLR113W|PDE2RA52|YOL081W|YLL039C|HOG1ID25	edge26596|edge12791|edge23507|edge13058	paths	YLR113W d PDE2RA52|PDE2RA52 d YOL081W|YOL081W u YLL039C|YLL039C d HOG1ID25
p512	YFR028C|NPR66|YNL243W|PDE2RA58|YJR059W|CDC14RD19	edge20541|edge8877|edge9106|edge19159|edge15351	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d PDE2RA58|PDE2RA58 d YJR059W|YJR059W d CDC14RD19
p513	YFR028C|YNL307C|YNL027W|CDC14RD20	edge18452|edge2921|edge23985	paths	YFR028C u YNL307C|YNL307C d YNL027W|YNL027W d CDC14RD20
p514	YFR028C|NPR66|YHR082C|YDL220C|CDC14RD20	edge20541|edge16635|edge5989|edge1340	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YDL220C|YDL220C d CDC14RD20
p515	YFR028C|NPR74|YLR190W|YPL031C|CDC14RD15	edge3342|edge25024|edge6248|edge16530	paths	YFR028C d NPR74|NPR74 d YLR190W|YLR190W u YPL031C|YPL031C d CDC14RD15
p516	YLR113W|NPR66|YNL243W|NPI65|YGR240C|HOG1ID27	edge22071|edge8877|edge3476|edge15987|edge10558	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI65|NPI65 d YGR240C|YGR240C d HOG1ID27
p517	YOR360C|YPL203W|NPR73|YKL008C|PDE2RA58	edge22774|edge5613|edge15986|edge13692	paths	YOR360C d YPL203W|YPL203W d NPR73|NPR73 d YKL008C|YKL008C d PDE2RA58
p518	YOR360C|YJL164C|HOG1RD33|YLR096W|PDE2RA52	edge26934|edge19848|edge7059|edge20343	paths	YOR360C d YJL164C|YJL164C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d PDE2RA52
p519	YLR113W|YKL101W|YKR048C|HOG1ID31	edge13280|edge16336|edge8654	paths	YLR113W d YKL101W|YKL101W d YKR048C|YKR048C d HOG1ID31
p520	YLR113W|YER151C|YPR181C|HOG1ID31	edge10952|edge26366|edge25476	paths	YLR113W d YER151C|YER151C d YPR181C|YPR181C d HOG1ID31
p521	YLR113W|YOR039W|YBR109C|HOG1ID28	edge3502|edge4054|edge11156	paths	YLR113W u YOR039W|YOR039W u YBR109C|YBR109C d HOG1ID28
p522	YFR028C|YDL140C|YPL203W|CDC14RD19	edge5596|edge6222|edge1784	paths	YFR028C d YDL140C|YDL140C u YPL203W|YPL203W d CDC14RD19
p523	YFR028C|YDR239C|NPI65|YLR096W|CDC14RD21	edge9507|edge16580|edge539|edge4527	paths	YFR028C u YDR239C|YDR239C d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p524	YFR028C|YCL024W|YJL187C|CDC14ID2	edge22003|edge10112|edge23852	paths	YFR028C u YCL024W|YCL024W u YJL187C|YJL187C d CDC14ID2
p525	YOR360C|YJL164C|NPR72|YKL008C|PDE2RA58	edge26934|edge4644|edge21983|edge13692	paths	YOR360C d YJL164C|YJL164C d NPR72|NPR72 d YKL008C|YKL008C d PDE2RA58
p526	YFR028C|YJL187C|HOG1ID29|YJR059W|CDC14RD19	edge26121|edge5332|edge22866|edge15351	paths	YFR028C u YJL187C|YJL187C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD19
p527	YFR028C|YER177W|YER133W|CDC14RD24	edge25958|edge13582|edge17490	paths	YFR028C u YER177W|YER177W u YER133W|YER133W d CDC14RD24
p528	YLR113W|PDE2RA52|YBL085W|NPI65|YGR240C|HOG1ID27	edge26596|edge22208|edge3835|edge15987|edge10558	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W d NPI65|NPI65 d YGR240C|YGR240C d HOG1ID27
p529	YFR028C|YDR477W|NPR73|YPR032W|CDC14RD20	edge25832|edge16027|edge452|edge1128	paths	YFR028C u YDR477W|YDR477W d NPR73|NPR73 d YPR032W|YPR032W d CDC14RD20
p530	YFR028C|YCL024W|YJL187C|CDC14ID7	edge22003|edge10112|edge102	paths	YFR028C u YCL024W|YCL024W u YJL187C|YJL187C d CDC14ID7
